"grade_feedback_id","problem_log_id","teacher_xid","grade","feedback","active_batch","time_taken_seconds","created_at"
1166,155594264,65365,4,"Yes, nice job.",1,8,2022-07-11 11:43:48.379 -0400
1167,156583232,65365,2,On the right path.,1,94,2022-07-11 11:45:22.918 -0400
1168,155546031,65365,4,"Yes, nice job.",1,12,2022-07-11 11:45:35.330 -0400
1169,153846516,65365,4,"Yes, nice job.",1,32,2022-07-11 11:46:07.969 -0400
1170,153897148,65365,2,"7 feet below zero.",1,19,2022-07-11 11:46:27.168 -0400
1171,153900118,65365,3,Your inequality is vey close.,1,38,2022-07-11 11:47:05.787 -0400
1172,144828747,65365,1,What would  the money amount look like?,1,22,2022-07-11 11:47:28.383 -0400
1173,151014874,65365,4,Great work.,1,20,2022-07-11 11:47:48.633 -0400
1174,151745648,65365,2,Remember 2 players from each of 6 teams are removed.,1,34,2022-07-11 11:48:23.599 -0400
1175,155556888,65365,3,Which number is greater be specific.,1,26,2022-07-11 11:48:49.923 -0400
1176,154167975,65365,4,"Yes, nice job.",1,8,2022-07-11 11:48:58.809 -0400
1177,155835070,65365,4,"Yes, nice job.",1,26,2022-07-11 11:49:25.414 -0400
1178,153881880,65365,4,"Yes, nice job.",1,7,2022-07-11 11:49:33.175 -0400
1179,150678660,65365,4,"Yes, nice job.",1,65,2022-07-11 11:50:38.869 -0400
1180,143740379,65365,4,Nice job sharing your thinking.,1,37,2022-07-11 11:51:16.686 -0400
1181,154326186,65365,1,"Be specific, show your thinking.",1,31,2022-07-11 11:51:48.849 -0400
1182,153857329,65365,1,Go back and recall the inequality terms.,1,43,2022-07-11 11:52:32.431 -0400
1183,144185457,65365,3,"Very close, $4.25 per shirt.",1,46,2022-07-11 11:53:18.947 -0400
1184,154255813,65365,0,Ask for help or try to write out what you are thinking.,1,18,2022-07-11 11:53:37.921 -0400
1185,153897485,65365,1,The distance from zero.,1,11,2022-07-11 11:53:49.838 -0400
1186,153927996,65365,0,I am not sure what this means.,1,19,2022-07-11 11:54:09.552 -0400
1187,155836207,65365,1,Show your calculations.,1,22,2022-07-11 11:54:32.160 -0400
1188,153899911,65365,4,"Yes, nice job.",1,12,2022-07-11 11:54:44.399 -0400
1189,143740108,65365,4,Great work.,1,18,2022-07-11 11:55:03.522 -0400
1190,153891447,65365,1,what does 5 times a sum of a number look like. Also at most 174 and not less than 11.,1,52,2022-07-11 11:55:56.240 -0400
1191,155820458,65365,1,"How do you know, write out your steps.",1,20,2022-07-11 11:56:17.328 -0400
1192,153897205,65365,3,"7 feet below sea level or distance from zero.",1,21,2022-07-11 11:56:38.728 -0400
1193,153897293,65365,1,How can you write this as inequality.,1,31,2022-07-11 11:57:10.697 -0400
1194,153896918,65365,2,"7 feet below sea level or distance from zero.",1,34,2022-07-11 11:57:45.398 -0400
1195,153928771,65365,0,Try to add an answer.,1,20,2022-07-11 11:58:06.199 -0400
1196,151048164,65365,1,How can you write an equation?,1,31,2022-07-11 11:58:37.953 -0400
1197,143834159,65365,1,How can you write a statement and an inequality.,1,90,2022-07-11 12:00:08.655 -0400
1198,153896521,65365,1,The distance from zero or 7 feet below sea level.,1,29,2022-07-11 12:00:38.238 -0400
1199,151102586,65365,1,What equation can you write and then solve.,1,24,2022-07-11 12:01:02.666 -0400
1200,154024940,65365,3,"Along the right lines, 5 is times the sum of x and 11.",1,53,2022-07-11 12:01:56.147 -0400
1201,155271659,65365,4,"Yes, nice job.",1,121,2022-07-11 12:03:58.225 -0400
1202,155946141,65365,0,Be sure to show your math steps.,1,18,2022-07-11 12:04:16.992 -0400
1203,151028578,65365,4,Great work.,1,17,2022-07-11 12:04:34.216 -0400
1204,155593052,65365,4,"Yes, nice job.",1,7,2022-07-11 12:04:41.958 -0400
1205,153896685,65365,4,"Yes, nice job.",1,18,2022-07-11 12:05:00.846 -0400
1206,153910512,65365,2,Distance below elevation or distance from zero.,1,31,2022-07-11 12:05:32.075 -0400
1207,155754366,65365,2,"How can you use the distributive property, show your steps.",1,27,2022-07-11 12:05:59.730 -0400
1208,153897868,65365,2,"On the right track, write an inequality.",1,18,2022-07-11 12:06:18.153 -0400
1209,153897849,65365,2,"On the right track, write an inequality.",1,18,2022-07-11 12:06:37.172 -0400
1210,156579726,65365,4,"Yes, nice job.",1,80,2022-07-11 12:07:57.992 -0400
1211,154082536,65365,2,"Along the right lines, 5 times the sum of 11 and x.",1,38,2022-07-11 12:08:36.284 -0400
1212,151193726,65365,0,Be more specific and write out an equation to solve.,1,27,2022-07-11 12:09:03.942 -0400
1213,146537696,65365,1,This is correct but how much less it the water?,1,32,2022-07-11 12:09:36.104 -0400
1214,153818520,65365,1,This should be an inequality statement.,1,213,2022-07-11 12:13:09.709 -0400
1215,151020988,65365,1,What would this give you? How can you write an inequality for the situation.,1,23,2022-07-11 12:13:33.564 -0400
1216,153846845,65365,4,"Yes, nice job.",1,11,2022-07-11 12:13:45.063 -0400
1217,151222845,65365,0,This is not complete.,1,11,2022-07-11 12:13:56.959 -0400
1218,153891445,65365,0,"This is not complete, ask for help.",1,13,2022-07-11 12:14:10.856 -0400
1219,144194096,65365,1,The cost equals the charge and the cost of t-shirts.,1,39,2022-07-11 12:14:50.395 -0400
1220,155760218,65365,3,What would be the final step?,1,48,2022-07-11 12:15:39.539 -0400
1221,155928309,65365,4,"Yes, nice job.",1,12,2022-07-11 12:15:52.698 -0400
1222,151183090,65365,1,"Ask for help, missing some information.",1,29,2022-07-11 12:16:21.964 -0400
1223,153891255,65365,2,"Along the right lines, 5 is times a sum.",1,22,2022-07-11 12:16:44.309 -0400
1224,155754356,65365,1,"How did you come up with this, show your work.",1,22,2022-07-11 12:17:06.984 -0400
1225,153841594,65365,2,"Along the right lines, 5 is times the sum of 11 and x.",1,28,2022-07-11 12:17:35.252 -0400
1226,155930214,65365,1,Is there an easier way to use the distributive property?,1,30,2022-07-11 12:18:06.043 -0400
1227,153846695,65365,1,Can the books cost over $5?,1,19,2022-07-11 12:18:25.463 -0400
1228,153926469,65365,1,The distance from zero.,1,16,2022-07-11 12:18:42.331 -0400
1229,153927420,65365,3,Also could be distance away from zero.,1,21,2022-07-11 12:19:03.580 -0400
1230,153898315,65365,4,"Yes, nice job.",1,6,2022-07-11 12:19:10.255 -0400
1231,153846475,65365,4,"Yes, nice job.",1,28,2022-07-11 12:19:38.570 -0400
1232,153900259,65365,4,"Yes, nice job.",1,7,2022-07-11 12:19:45.946 -0400
1233,156796712,3097639,1,Draw a model by dividing each square in half.,1,57,2022-07-11 14:04:43.090 -0400
1234,154168569,3097639,1,You have to start with the mean score. ,1,75,2022-07-11 14:05:58.271 -0400
1235,156797647,3097639,1,State who is correct.,1,43,2022-07-11 14:06:42.072 -0400
1236,156770231,3097639,1,There is another height with the same x's.,1,25,2022-07-11 14:07:07.376 -0400
1237,132021072,3097639,1,State the strategy used. ,1,79,2022-07-11 14:08:26.615 -0400
1238,156799799,3097639,1,Include each shape in your answer. ,1,18,2022-07-11 14:08:44.846 -0400
1239,156772229,3097639,1,She divided each square in half.,1,14,2022-07-11 14:08:59.878 -0400
1240,154210461,3097639,4,Awesome!,1,15,2022-07-11 14:09:15.701 -0400
1241,156770515,3097639,1,Explain your strategy.,1,25,2022-07-11 14:09:41.810 -0400
1242,154175971,3097639,2,Explain your reasoning of how you got from 40 to 70.,1,29,2022-07-11 14:10:11.800 -0400
1243,154858268,3097639,3,Focus on hours not group.,1,40,2022-07-11 14:10:52.905 -0400
1244,156771247,3097639,4,Awesome!,1,11,2022-07-11 14:11:04.497 -0400
1245,144477715,3097639,4,Nice!,1,23,2022-07-11 14:11:27.836 -0400
1246,156799971,3097639,1,Laura is not an option.,1,16,2022-07-11 14:11:43.963 -0400
1247,156769881,3097639,3,What specifically did you count?,1,37,2022-07-11 14:12:21.282 -0400
1248,156772699,3097639,1,They are both the same unit and measurement.,1,23,2022-07-11 14:12:45.358 -0400
1249,156797290,3097639,1,State the shapes.,1,17,2022-07-11 14:13:02.945 -0400
1250,156808082,3097639,1,Count the x's for each height.,1,22,2022-07-11 14:13:25.637 -0400
1251,156769873,3097639,2,He is incorrect because he did not say both heights. ,1,30,2022-07-11 14:13:56.143 -0400
1252,156770853,3097639,1,He is incorrect. Count the x's for each height.,1,25,2022-07-11 14:14:21.910 -0400
1253,154551174,3097639,0,"Uh oh, please try again and focus on the correct numbers. ",1,107,2022-07-11 14:16:09.581 -0400
1254,156770763,3097639,1,Check all of the heights by counting the x's.,1,17,2022-07-11 14:16:26.844 -0400
1255,156770129,3097639,4,Awesome!,1,9,2022-07-11 14:16:36.515 -0400
1256,156797087,3097639,4,Nice!,1,15,2022-07-11 14:16:51.839 -0400
1257,156796797,3097639,4,Awesome!,1,10,2022-07-11 14:17:02.204 -0400
1258,156771570,3097639,0,Explain your answer.,1,15,2022-07-11 14:17:18.193 -0400
1259,156771364,3097639,1,Each row had some that were equal and unequal.,1,27,2022-07-11 14:17:45.491 -0400
1260,141933235,3097639,3,How much did he save?,1,13,2022-07-11 14:17:58.972 -0400
1261,156796268,3097639,1,Each row had ones that were equal and unequal.,1,20,2022-07-11 14:18:19.228 -0400
1262,156771272,3097639,4,Nice!,1,14,2022-07-11 14:18:33.927 -0400
1263,156797592,3097639,0,State the shapes. ,1,13,2022-07-11 14:18:47.100 -0400
1264,156797449,3097639,0,State the shapes. ,1,12,2022-07-11 14:18:59.824 -0400
1265,156772710,3097639,1,They are the same measurements. ,1,17,2022-07-11 14:19:17.790 -0400
1266,145023631,3097639,4,Awesome!,1,10,2022-07-11 14:19:28.227 -0400
1267,156770171,3097639,4,Awesome!,1,9,2022-07-11 14:19:37.517 -0400
1268,132353086,3097639,1,Division was the strategy to use. ,1,161,2022-07-11 14:22:18.989 -0400
1269,156797464,3097639,0,You have to circle the fractions that are equal for each row. ,1,36,2022-07-11 14:22:55.968 -0400
1270,156772042,3097639,1,State the shapes. ,1,13,2022-07-11 14:23:09.073 -0400
1271,156772431,3097639,1,State the shapes.,1,13,2022-07-11 14:23:22.314 -0400
1272,156797174,3097639,1,Check your answer. ,1,17,2022-07-11 14:23:39.516 -0400
1273,156797481,3097639,0,Choose between Susan or Cristina's response. ,1,173,2022-07-11 14:26:33.190 -0400
1274,156772522,3097639,1,They have the same measurement.,1,22,2022-07-11 14:26:55.982 -0400
1275,156809412,3097639,1,Choose between Susan or Cristina.,1,18,2022-07-11 14:27:14.607 -0400
1276,156798863,3097639,1,Choose between Susan or Cristina.,1,15,2022-07-11 14:27:29.773 -0400
1277,156798785,3097639,1,State the shapes. ,1,10,2022-07-11 14:27:40.396 -0400
1278,156797458,3097639,1,State the shapes. ,1,8,2022-07-11 14:27:48.800 -0400
1279,154149726,3097639,4,Awesome!,1,67,2022-07-11 14:28:56.466 -0400
1280,142080265,3097639,3,State the amount saved each week.,1,35,2022-07-11 14:29:32.080 -0400
1281,156771383,3097639,1,Responses are missing for each row. ,1,21,2022-07-11 14:29:53.803 -0400
1282,156772510,3097639,4,Awesome!,1,10,2022-07-11 14:30:04.238 -0400
1283,154569794,3097639,2,Check your math.,1,121,2022-07-11 14:32:06.102 -0400
1284,156770406,3097639,4,Awesome!,1,9,2022-07-11 14:32:15.937 -0400
1285,154172586,3097639,1,Use the numbers and symbols for each inequality statement.,1,35,2022-07-11 14:32:51.870 -0400
1286,154088030,3097639,1,The numbers were negative numbers. ,1,26,2022-07-11 14:33:18.334 -0400
1287,156771255,3097639,4,Awesome!,1,10,2022-07-11 14:33:28.870 -0400
1288,156797184,3097639,1,State the shape.,1,161,2022-07-11 14:36:10.292 -0400
1289,154853350,3097639,4,Nice!,1,25,2022-07-11 14:36:35.595 -0400
1290,154192851,3097639,3,You needed to include 3 inequality statements. ,1,20,2022-07-11 14:36:56.526 -0400
1291,156800537,3097639,3,Explain your answer.,1,15,2022-07-11 14:37:12.473 -0400
1292,156796742,3097639,1,State the shape.,1,8,2022-07-11 14:37:21.390 -0400
1293,156772505,3097639,4,Awesome!,1,32,2022-07-11 14:37:54.094 -0400
1294,156769860,3097639,1,Count all of the x's. ,1,17,2022-07-11 14:38:11.288 -0400
1295,156796601,3097639,1,State whether he is correct or incorrect.,1,18,2022-07-11 14:38:30.136 -0400
1296,156808016,3097639,4,Awesome!,1,14,2022-07-11 14:38:44.417 -0400
1297,156772371,3097639,1,She divided each square in half.,1,17,2022-07-11 14:39:02.443 -0400
1298,156771851,3097639,2,State your reasoning for your answer.,1,19,2022-07-11 14:39:22.298 -0400
1299,156798806,3097639,1,State the shapes.,1,9,2022-07-11 14:39:32.284 -0400
1300,156771995,3097639,1,State the shapes.,1,8,2022-07-11 14:39:41.217 -0400
1301,141424981,3097639,4,Nice!,1,11,2022-07-11 14:39:52.516 -0400
1302,141522745,3097639,4,Nice!,1,15,2022-07-11 14:40:07.893 -0400
1303,154192851,3097639,1,Check your responses and use a number line.,1,23,2022-07-11 14:40:31.065 -0400
1304,156796259,3097639,1,Is it the only height with 3 x's?,1,19,2022-07-11 14:40:50.852 -0400
1305,156797555,3097639,1,They have the same measurements. ,1,22,2022-07-11 14:41:13.217 -0400
1306,156771167,3097639,4,Excellent!,1,10,2022-07-11 14:41:23.771 -0400
1307,156796650,3097639,0,Is Coach Harris correct?,1,19,2022-07-11 14:41:43.743 -0400
1308,156770760,3097639,1,Another height has 3 x's. ,1,13,2022-07-11 14:41:57.862 -0400
1309,156772351,3097639,1,She divided the squares in half. ,1,13,2022-07-11 14:42:11.465 -0400
1310,156771199,3097639,4,Awesome!,1,9,2022-07-11 14:42:20.638 -0400
1311,156773069,3097639,1,State the shape.,1,13,2022-07-11 14:42:33.761 -0400
1312,156796893,3097639,1,State the shapes.,1,12,2022-07-11 14:42:46.560 -0400
1313,144926897,861254,3,After 5 weeks they will both have $40 in their savings. ,1,47,2022-07-11 16:50:08.329 -0400
1314,134556504,861254,3,After 5 weeks they will both have $40 in their savings. ,1,13,2022-07-11 16:50:21.729 -0400
1315,147908480,861254,0,What are the two variables that are changing in the situation?,1,27,2022-07-11 16:50:49.723 -0400
1316,147836419,861254,4,Good,1,58,2022-07-11 16:51:48.338 -0400
1317,144839454,861254,4,Okay,1,10,2022-07-11 16:51:59.147 -0400
1318,155557006,861254,0,Left or right of zero on the number line?,1,128,2022-07-11 16:54:07.342 -0400
1319,134555893,861254,4,Good Job!,1,10,2022-07-11 16:54:18.015 -0400
1320,144766753,861254,0,After 5 weeks they will both have $40 in their savings. ,1,22,2022-07-11 16:54:40.646 -0400
1321,147832814,861254,0,Distance from home and time since she started walking home.,1,95,2022-07-11 16:56:15.849 -0400
1322,150702243,861254,0,Did you substitute your example into the volume formula to check?,1,164,2022-07-11 16:59:00.530 -0400
1323,150673030,861254,0,Did you substitute your example into the cone or the cylinder volume formula?,1,80,2022-07-11 17:00:21.426 -0400
1324,132016323,654406,4,You did a great job of explaining how you calculated the unit rate for each swimmer and why you chose the faster swimmer.  Well done!,0,20240,2022-07-11 17:00:58.242 -0400
